date,credit,gdp,credit_yoy,gdp_yoy,ratio,trend,gap
2009-07-01,1560245388000000.0,1624632362900000.0,7.355133111947865,4.423531588122187,96.03682800057804,117.71587444615919,-21.67904644558115
2009-10-01,1637765126000000.0,1648555884300000.0,6.510016244690653,5.780841410636595,99.34544176495528,120.60612048915677,-21.260678724201483
2010-01-01,1593835904000000.0,1675191915300000.0,3.4637475658223504,6.044010571080105,95.14348114046201,123.50372651738073,-28.360245376918712
2010-04-01,1755385804000000.0,1703416510000000.0,14.120222594770059,6.482984366274058,103.05088589284601,126.40824606088265,-23.357360168036635
2010-07-01,1819853416000000.0,1728911044900000.0,16.638922953829628,6.4186017945537355,105.26009544379191,129.3191617491006,-24.05906630530869
2010-10-01,1970186911000000.0,1756613629800000.0,20.297280710323285,6.554691080180319,112.15823887375373,132.2358978180722,-20.077658944318472
2011-01-01,2000979437000000.0,1782173392000000.0,25.544884010844825,6.3862221231435035,112.27748354802057,135.15781835616937,-22.880334808148802
2011-04-01,2156899477000000.0,1807972704300000.0,22.873243710019196,6.138028702093545,119.29933852818289,138.08423725761665,-18.784898729433763
2011-07-01,2350369731000000.0,1835406001900000.0,29.151595965682976,6.159655079660831,128.05721069708355,141.01441121580163,-12.957200518718082
2011-10-01,2512216965000000.0,1862083201800000.0,27.51160567424966,6.004141731042378,134.9143240523056,143.9475499618651,-9.03322590955949
2012-01-01,2657559329000000.0,1890316142400000.0,32.812925503341894,6.068026314692054,140.58808838324185,146.88283083394654,-6.294742450704689
2012-04-01,2870754971000000.0,1918338315300000.0,33.09637290064585,6.104384802796603,149.6480025501162,149.8194085871206,-0.17140603700440238
2012-07-01,2986795757000000.0,1945632189000000.0,27.077698355535883,6.005547927046906,153.51286712290306,152.75642223960577,0.7564448832972914
2012-10-01,3171738856000000.0,1972796753300000.0,26.252584875765294,5.945682308555145,160.77372647204874,155.69301038110538,5.080716090943355
2013-01-01,3223152900000000.0,1999894976400000.0,21.282443813317407,5.79685225884361,161.1661081224365,158.62831349243484,2.537794630001656
2013-04-01,3449382247000000.0,2025976883200000.0,20.1559269894233,5.611031539197864,170.25772976993463,161.56148475619975,8.696245013734881
2013-07-01,3721085900000000.0,2052236934200000.0,24.584544868161196,5.479182848778419,181.31853286475172,164.4916836994922,16.826849165259517
2013-10-01,3935961363000000.0,2078389006100000.0,24.09474870714261,5.35241416143708,189.3755861606316,167.41809159001693,21.95749457061467
2014-01-01,3923452695000000.0,2103220032300000.0,21.72716643383563,5.166524098480152,186.54504211380413,170.3399317626016,16.205110351202535
2014-04-01,4146169919000000.0,2129006061500000.0,20.200361169192284,5.085407397998876,194.74674093124932,173.2564824458103,21.49025848543903
2014-07-01,4295311500000000.0,2154014976000000.0,15.431667406549266,4.95937092369283,199.40954672359715,176.1670623809834,23.24248434261375
2014-10-01,4450512702999999.5,2178625530199999.8,13.07307904079138,4.8227989950778705,204.28075597697776,179.07104403510735,25.20971194187041
2015-01-01,4493462196000000.5,2205429173199999.8,14.528262357448929,4.859650408912652,203.7454773249483,181.9678579813794,21.777619343568887
2015-04-01,4691826763000000.0,2230986326000000.0,13.160503661451607,4.790041059260752,210.3028023220614,184.85699781727672,25.44580450478469
2015-07-01,4842769106000000.0,2258581561200000.0,12.745469240123786,4.854496666229302,214.41639253563213,187.73801158432468,26.678380951307446
2015-10-01,4982180170000000.0,2287520039600000.0,11.946207155899469,4.9983123712868505,217.79831799292975,190.6105109385599,27.18780705436984
2016-01-01,4954165689000000.0,2314840478500000.0,10.25275106153356,4.960998368460334,214.017585013472,193.47417423197135,20.543410781500654
2016-04-01,5082119172000000.0,2344611218500000.0,8.318559672276638,5.093034017098685,216.7574364525715,196.3287477860656,20.428688666505906
2016-07-01,5139065259000000.0,2373240756300000.0,6.118320872099825,5.076601928826552,216.5420952492008,199.17402928087625,17.368065968324544
2016-10-01,5340061297000000.0,2401920946800000.0,7.183223303624531,5.00108874324896,222.32460664928993,202.00986746815857,20.31473918113136
2017-01-01,5322114019000000.0,2432378047700000.0,7.427049337832514,5.077566695920388,218.80291281334604,204.8361545198327,13.966758293513351
2017-04-01,5467215963000000.0,2462074363000000.0,7.577484469897833,5.0099199207597644,222.0573044080716,207.65283339466666,14.40447101340493
2017-07-01,5511296618000000.0,2493339987800000.0,7.243172449466662,5.060558275901195,221.04071827215574,210.45988196832425,10.58083630383149
2017-10-01,5700016938000000.0,2525135701500000.0,6.740664965816401,5.129842215005231,225.7311135640763,213.25731412764685,12.47379943642946
2018-01-01,5746962765000000.0,2557103416200000.0,7.982706580191357,5.127713129048228,224.7450270720889,216.04517021156667,8.699856860522232
2018-04-01,6018563233000000.0,2589820564100000.0,10.0846074808697,5.188559818491556,232.3930590570292,218.82352174351462,13.569537313514587
2018-07-01,6237855496000000.0,2622743521500000.0,13.183084278698498,5.189967446604804,237.83703762358144,221.59246199656366,16.24457562701778
2018-10-01,6389055745000000.0,2656184398300000.0,12.088364201278456,5.1897684834186775,240.5350979807387,224.35211816763,16.182979813108687
2019-01-01,6450395927000000.0,2689352766200000.0,12.24008560285148,5.171842060127929,239.84937967488275,227.1026580650691,12.746721609813648
2019-04-01,6591973646000000.0,2722626094400000.0,9.527363771073638,5.127981920483049,242.11821298409723,229.84428995468585,12.273923029411378
2019-07-01,6698934632000000.0,2754074046100000.0,7.391629002878708,5.007371995142296,243.2372739391758,232.5772539690892,10.66001997008658
2019-10-01,6797716247000000.0,2783102493300000.0,6.396258200123128,4.778210996240673,244.24958345460587,235.3018209256959,8.947762528909976
2020-01-01,7138101369000000.0,2765870070300000.0,10.661445433471917,2.845194020720365,258.0779714003618,238.01828829197225,20.05968310838952
2020-04-01,6852471361000000.0,2577186083000000.0,3.9517408440804314,-5.34190176532674,265.8896618370417,240.726975904791,25.162685932250668
2020-07-01,6972065435000000.0,2660481541000000.0,4.077227469802236,-3.398329294469582,262.0602822291861,243.4282537502326,18.632028478953487
2020-10-01,6822620844000000.0,2719461605700000.0,0.36636711647077824,-2.286688605727172,250.8813078919653,246.1225547210923,4.7587531708729784
2021-01-01,6896355897000000.0,2747494080800000.0,-3.386691495442673,-0.6643836851673579,251.00530498657005,248.81035829023637,2.1949466963336874
2021-04-01,6961082997000000.0,2761758164200000.0,1.5849994881868446,7.161767728667345,252.05259052855632,251.4921558274139,0.5604347011424125
2021-07-01,6958494183000000.0,2768036186500000.0,-0.1946518162590949,4.042675878125923,251.38739937495393,254.16844418974085,-2.781044814786924
2021-10-01,7098271857000000.0,2842771268500000.0,4.040251089761426,4.534341008585763,249.69549733578927,256.83972163541995,-7.144224299630679
2022-01-01,7214895237000000.0,2876213601100000.0,4.618951584830011,4.684978985014587,250.84698974515254,259.50647947004165,-8.659489724889113
2022-04-01,7592850189000000.0,2909964429600000.0,9.075702620874804,5.366373758613685,260.92587633601084,262.1691911386358,-1.2433148026249796
2022-07-01,7672886446000000.0,2943265271000000.0,10.266477835755051,6.330447750452484,260.6929970465445,264.82830843750804,-4.135311390963523
2022-10-01,7832203512000000.0,2980779898300000.0,10.33958222206197,4.854721564454989,262.7568548911265,267.48428005467696,-4.727425163550436
2023-01-01,7776496985000000.0,3016974351000000.0,7.783921034916053,4.893960234600314,257.7581404502964,270.1375443398829,-12.379403889586456
2023-04-01,7951904308000000.0,3056651049200000.0,4.728845032662088,5.040838922562485,260.15087034816116,272.78852782430323,-12.637657476142067
2023-07-01,8170800562000000.0,3094853197300000.0,6.489267363777684,5.150331769059213,264.01254085745774,275.4376260906058,-11.425085233148081
2023-10-01,8365395850000000.0,3132974002500000.0,6.80769258846603,5.1058484488170075,267.01133949163693,278.08520312731457,-11.07386363567764
2024-01-01,8471264207000000.0,3172732242900000.0,8.934192649211203,5.162718464887606,267.0021785152893,280.73159436024065,-13.729415844951347
2024-04-01,8630339075999999.0,3209251356500000.0,8.531727014338708,4.992401973393035,268.9206334218776,283.37710753053597,-14.45647410865837
2024-07-01,8517178226000000.0,3249601093800000.0,4.239213298277056,5.000169204633176,262.09919249012285,286.02201605581274,-23.922823565689896
2024-10-01,8787918427999999.0,3288947706700000.0,5.050837827357557,4.978455106092117,267.1954440047163,288.66655721249776,-21.471113207781457
2025-01-01,8930990422000000.0,3329510627100000.0,5.42689029366028,4.9414313026522105,268.23733041449645,291.3109084699588,-23.07357805546235
2025-04-01,9024166475000000.0,3373367110700000.0,4.5632899881673294,5.1138329775136215,267.5121378392586,293.95519361978035,-26.443055780521718
